,task_name
1451,"evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades."
1452,"evaluate the performance of vendors, contract employees, or other service providers to ensure quality and cost-efficiency."
1453,"evaluate the potential of new product developments or market opportunities, according to factors such as business plans, technologies, or market potential."
1454,evaluate the quality and effectiveness of nursing practice or organizational systems.
1455,"evaluate the structure, efficiency, activities, and performance of government agencies."
1456,"evaluate the use of technologies, such as global positioning systems (gps), radio-frequency identification (rfid), route navigation software, or satellite linkup systems, to improve transportation efficiency."
1457,evaluate the work of staff and volunteers to ensure that programs are of appropriate quality and that resources are used effectively.
1458,"evaluate training materials prepared by instructors, such as outlines, text, or handouts."
1459,"evaluate treatment outcomes and recommend new or altered treatments as necessary to further promote, restore, or maintain health."
1460,evaluate violations or problems discovered during inspections to determine appropriate regulatory actions or to provide advice on the development and prosecution of regulatory cases.
1461,evaluate workers' performance and prepare written performance evaluations.
1462,examine accounting systems and records to determine whether accounting methods used were appropriate and in compliance with statutory provisions.
1463,"examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity."
1464,examine and inspect machines to detect malfunctions.
1465,"examine and observe animals to detect signs of illness, disease, or injury."
1466,"examine and test machinery, equipment, components, and parts for defects to ensure proper functioning."
1467,examine animals to detect symptoms of illness or injury.
1468,"examine blueprints, drawings, work orders, or patterns to determine equipment set-up or selection details, procedures to be used, or dimensions of final products."
1469,"examine cell samples to detect abnormalities in the color, shape, or size of cellular components and patterns."
1470,"examine chemical or biological samples to identify cell structures or to locate bacteria or extraneous material, using a microscope."
1471,examine children regularly to assess their growth and development.
1472,"examine damaged vehicle to determine extent of structural, body, mechanical, electrical, or interior damage."
1473,examine documents to determine degree of risk from such factors as applicant financial standing and value and condition of property.
1474,"examine documents, materials, or products and monitor work processes to assess completeness, accuracy, and conformance to standards and specifications."
1475,"examine drawings, negatives, or photographic prints to determine coloring, shading, accenting, or other changes required for retouching or restoration."
1476,examine employee files to answer inquiries and provide information for personnel actions.
1477,"examine immigration applications, visas, and passports and interview persons to determine eligibility for admission, residence, and travel in the u.s."
1478,examine income records and operating costs of income properties.
1479,examine legal data to determine advisability of defending or prosecuting lawsuit.
1480,examine legal documents submitted to courts for adherence to laws or court procedures.
1481,"examine letters from policyholders or agents, original insurance applications, and other company documents to determine if changes are needed and effects of changes."
1482,"examine merchandise to ensure correct pricing and display, and that it functions as advertised."
1483,examine merchandise to ensure that it is correctly priced and displayed and that it functions as advertised.
1484,examine microscopic samples to identify diseases or other abnormalities.
1485,examine museum collections of hominid fossils to classify anatomical and physiological variations and to determine how they fit into evolutionary theory.
1486,examine objects to be included in exhibits in order to plan where and how to display them.
1487,"examine objects, systems, or facilities and analyze information to determine needed installations, services, or repairs."
1488,"examine or test crops or products to estimate their value, determine their grade, or locate any evidence of disease or insect damage."
1489,"examine parts for damage or excessive wear, using micrometers and gauges."
1490,"examine physiological, morphological, and cultural characteristics, using microscope, to identify and classify microorganisms in human, water, and food specimens."
1491,examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.
1492,examine records to locate links in chains of evidence or information.
1493,"examine records, reports, or other documents to establish facts or detect discrepancies."
1494,"examine sample garments on and off models, modifying designs to achieve desired effects."
1495,"examine shipment contents and compare with records such as manifests, invoices, or orders to verify accuracy."
1496,"examine sketches, diagrams, samples, blueprints, or photographs to decide how designs are to be etched, cut, or engraved onto workpieces."
1497,"examine sketches, photographs, and plaster models in order to obtain desired character image depiction."
1498,examine societal issues and their relationship with both technical systems and the environment.
1499,examine specimens to detect abnormal hormone conditions.
1500,examine specimens using microscopes to evaluate specimen quality.
1501,"examine teeth, gums, and related tissues, using dental instruments, x-rays, or other diagnostic equipment, to evaluate dental health, diagnose diseases or abnormalities, and plan appropriate treatments."
1502,"examine the type and location of nearby services, such as shopping centers, schools, parks, and other neighborhood features, to evaluate their impact on property values."
1503,"examine theories, such as those of probability and inference, to discover mathematical bases for new or improved methods of obtaining and evaluating numerical data."
1504,"examine whether the organization's objectives are reflected in its management activities, and whether employees understand the objectives."
1505,examine work orders and converse with equipment operators to detect equipment problems and to ascertain whether mechanical or human errors contributed to the problems.
1506,"examine, evaluate, or process loan applications."
1507,"examine, feel, and taste product samples during production to evaluate quality, color, texture, flavor, and bouquet, and document the results."
1508,execute or manage social media campaigns to inform search marketing tactics.
1509,"experiment with different sounds, and types and pieces of music, using synthesizers and computers as necessary to test and evaluate ideas."
1510,"explain and calculate parking charges, collect fees from customers, and respond to customer complaints."
1511,explain and demonstrate artistic techniques.
1512,"explain and demonstrate the use of sports and training equipment, such as trampolines or weights."
1513,explain and enforce safety regulations and policies.
1514,explain and enforce safety rules and regulations.
1515,"explain and interpret house rules, such as game rules or betting limits, for patrons."
1516,explain changes in contract provisions to customers.
1517,"explain company personnel policies, benefits, and procedures to employees or job applicants."
1518,explain contracts or related documents to customers.
1519,explain design specifications to integration or test engineers.
1520,"explain diagnostic procedures such as chorionic villus sampling (cvs), ultrasound, fetal blood sampling, and amniocentesis."
1521,explain drawings to production or construction teams and provide adjustments as necessary.
1522,explain exercise program or physiological testing procedures to participants.
1523,explain federal and state tax laws to individuals and companies.
1524,"explain general financial topics to clients, such as credit report ratings, bankruptcy laws, consumer protection laws, wage attachments, or collection actions."
1525,"explain goals, policies, or procedures to staff members."
1526,"explain how various menu items are prepared, describing ingredients and cooking methods."
1527,"explain magnetic resonance imaging (mri) procedures to patients, patient representatives, or family members."
1528,explain medical instructions to patients or family members.
1529,explain necessary bookkeeping requirements for customer to implement and provide group insurance program.
1530,explain or demonstrate correct operation or preventive maintenance of medical equipment to personnel.
1531,explain police operations to subordinates to assist them in performing their job duties.
1532,"explain policies, procedures, or services to patients using medical or administrative knowledge."
1533,"explain principles, techniques, and safety procedures to participants in recreational activities and demonstrate use of materials and equipment."
1534,explain procedures and discuss test results or prescribed treatments with patients and parents or guardians.
1535,explain procedures and discuss test results or prescribed treatments with patients.
1536,explain procedures and observe patients to ensure safety and comfort during scan.
1537,explain procedures or forms to parties in cases or to the general public.
1538,explain procedures to patients to reduce anxieties and obtain cooperation.
1539,"explain procedures to patients, family members, staff members or others."
1540,explain products or services and prices and demonstrate use of products.
1541,"explain products or services and prices, and answer questions from customers."
1542,"explain proposed solutions to customers, management, or other interested parties through written proposals and oral presentations."
1543,"explain recommendations, policies, procedures, requirements, or other related information to residents or building owners."
1544,"explain rental fees, policies, and procedures."
1545,"explain services or policies to clients, such as debt management program rules, the advantages and disadvantages of using services, or creditor concession policies."
1546,explain stock market terms or trading practices to clients.
1547,explain survey objectives and procedures to interviewees and interpret survey questions to help interviewees' comprehension.
1548,explain test procedures and safety precautions to patients and provide them with assistance during test procedures.
1549,explain testing procedures to patients to obtain cooperation and reduce anxiety.
1550,"explain the origins and physical, social, or cultural development of humans, including physical attributes, cultural traditions, beliefs, languages, resource management practices, and settlement patterns."
1551,explain to clients the personal financial advisor's responsibilities and the types of services to be provided.
1552,explain to customers how specific types of advertising will help promote their products or services in the most effective way possible.
1553,"explain to customers the different types of loans and credit options that are available, as well as the terms of those services."
1554,explain treatment procedures to patients to gain cooperation and allay fears.
1555,"explain treatment procedures, medications, diets, or physicians' instructions to patients."
1556,"explain use of library facilities, resources, equipment, and services and provide information about library policies."
1557,explore and develop musical ideas based on sources such as imagination or sounds in the environment.
1558,"extend existing software programs, web-based interactive tools, or database queries as sequence management and analysis needs evolve."
1559,"fabricate, install, position, or connect components, parts, finished products, or instruments for testing or operational purposes."
1560,"facilitate consumer relations or the relationship between parts of the company, such as the managers and employees, or different branch offices."
1561,"file and store completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve, update and delete documents."
1562,file data and related information and maintain and update databases.
1563,"fill cracks, holes, or joints with caulk, putty, plaster, or other fillers, using caulking guns or putty knives."
1564,fill pipes or plumbing fixtures with water or air and observe pressure gauges to detect and locate leaks.
1565,follow ethical codes that protect the confidentiality of information.
1566,"follow recipes to produce food products of specified flavor, texture, clarity, bouquet, or color."
1567,follow relevant safety regulations and state laws governing vehicle operation and ensure that passengers follow safety regulations.
1568,"follow special cargo-related procedures, such as checking refrigeration systems for frozen foods or providing food or water for livestock."
1569,"forecast and track marketing and sales trends, analyzing collected data."
1570,"formulate and implement training programs, applying principles of learning and individual differences."
1571,"formulate basic layout design or presentation approach and specify material details, such as style and size of type, photographs, graphics, animation, video, and sound."
1572,"formulate environmental plan to be practical, esthetic, and conducive to intended purposes, such as raising productivity or selling merchandise."
1573,formulate general rules that describe and predict the development and behavior of cultures and social institutions.
1574,"formulate herbal preparations to treat conditions considering herbal properties such as taste, toxicity, effects of preparation, contraindications, and incompatibilities."
1575,"formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements."
1576,"formulate mathematical or simulation models of problems, relating constants and variables, restrictions, alternatives, conflicting objectives, and their numerical parameters."
1577,formulate or implement sustainability campaign or marketing strategies.
1578,formulate or modify recipes for specific kinds of food products.
1579,formulate policies and procedures for bid proposals and procurement of goods and services.
1580,"formulate policies and procedures related to public information programs, working with public relations executives."
1581,"formulate policies, procedures and programs for recruitment, testing, placement, classification, orientation, benefits and compensation, and labor and industrial relations."
1582,"formulate pricing policies for merchandise, according to profitability requirements."
1583,formulate pricing policies on merchandise according to profitability requirements.
1584,"formulate recommendations, policies, or plans to solve economic problems or to interpret markets."
1585,formulate strategic plans for the institution.
1586,"formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers."
1587,furnish customers with information on events or activities.
1588,furnish taxpayers with sufficient information and advice to ensure correct tax form completion.
1589,"gather and analyze research data, such as statutes, decisions, and legal articles, codes, and documents."
1590,"gather and compile geographic data from sources including censuses, field observations, satellite imagery, aerial photographs, and existing maps."
1591,gather and organize information on problems or procedures.
1592,gather and organize information to plan advertising campaigns.
1593,"gather data from sources such as surface or upper air stations, satellites, weather bureaus, or radar for use in meteorological reports or forecasts."
1594,"gather data on competitors and analyze their prices, sales, and method of marketing and distribution."
1595,"gather data pertaining to customer needs, and use the information to identify, predict, interpret, and evaluate system and network requirements."
1596,"gather diagnostic data from sources such as case documentation, observations of clients, or interviews with clients or family members."
1597,gather financial documents related to investigations.
1598,"gather historical data from sources such as archives, court records, diaries, news files, and photographs, as well as collect data sources such as books, pamphlets, and periodicals."
1599,"gather information from doctors, schools, social workers, juvenile counselors, law enforcement personnel, and others to make recommendations to courts for resolution of child custody or visitation disputes."
1600,"gather intelligence information by field observation, confidential information sources, or public records."
1601,"gather records pertinent to specific problems, review them for completeness and accuracy, and attach records to correspondence as necessary."
1602,"gather, analyze, correlate, or evaluate information from a variety of resources, such as law enforcement databases."
1603,"gather, analyze, or document user feedback to locate or resolve sources of problems."
1604,"generate financial ratios, using computer programs, to evaluate customers' financial status."
1605,"generate lists of properties for sale, their locations, descriptions, and available financing options, using computers."
1606,generate lists of properties that are compatible with buyers' needs and financial resources.
1607,generate or identify sales leads for green products and technologies.
1608,"generate standard or custom reports summarizing business, financial, or economic data for review by executives, managers, clients, and other stakeholders."
1609,"grade food products according to government regulations or according to type, color, bouquet, and moisture content."
1610,"grade homework and tests, and compute and record results, using answer sheets or electronic marking devices."
1611,greet customers and ascertain what each customer wants or needs.
1612,greet customers and ask about the quality of service they are receiving.
1613,greet customers entering establishments.
1614,"greet passengers, provide information, and answer questions concerning fares, schedules, transfers, and routings."
1615,greet visitors or callers and handle their inquiries or direct them to the appropriate persons according to their needs.
1616,"guide and counsel students with adjustment or academic problems, or special academic interests."
1617,"guide and counsel students with adjustments or academic problems, or special academic interests."
1618,guide clients in the development of skills or strategies for dealing with their problems.
1619,"guide clients in the gathering of information, such as bank account records, income tax returns, life and disability insurance records, pension plans, or wills."
1620,guide design discussions between development teams.
1621,handle customer complaints and take appropriate action to resolve them.
1622,hear and resolve complaints from customers or the public.
1623,help children with homework and school work.
1624,help develop or monitor family schedule.
1625,"help patrons find and use library resources, such as reference materials, audio-visual equipment, computers, and other electronic resources and provide technical assistance when needed."
1626,"help physicians, radiation oncologists, or clinical physicists to prepare physical or technical aspects of radiation treatment plans, using information about patient condition and anatomy."
1627,help programmers and systems analysts test and debug new programs.
1628,"hold public meetings with government officials, social scientists, lawyers, developers, the public, or special interest groups to formulate, develop, or address issues regarding land use or community plans."
1629,"identify and analyze areas of potential risk to the assets, earning capacity, or success of organizations."
1630,identify and analyze industry or geographic trends with business strategy implications.
1631,identify and build relationships with potential donors.
1632,"identify and classify documents or other electronic content according to characteristics such as security level, function, and metadata."
1633,"identify and document goals, anticipated progress, and plans for reevaluation."
1634,identify and evaluate industry trends in database systems to serve as a source of information and advice for upper management.
1635,"identify and implement benefits to increase the quality of life for employees, by working with brokers and researching benefits issues."
1636,"identify and quantify drugs or poisons found in biological fluids or tissues, in foods, or at crime scenes."
1637,identify and recruit potential volunteer workers.
1638,identify and report problems in obtaining valid data.
1639,identify and resolve inconsistencies in interviewees' responses by means of appropriate questioning or explanation.
1640,identify and respond to emergency physical or mental health situations.
1641,"identify and share research, recommendations, or other information regarding legal liabilities, risk management, or quality of care."
1642,identify and troubleshoot equipment problems.
1643,identify appropriate key performance indicators (kpis) and report key metrics from digital campaigns.
1644,"identify children showing signs of emotional, developmental, or health-related problems and discuss them with supervisors, parents or guardians, and child development specialists."
1645,identify compliance issues that require follow-up or investigation.
1646,"identify defective sectionalizing devices, circuit breakers, fuses, voltage regulators, transformers, switches, relays, or wiring, using wiring diagrams and electrical-testing instruments."
1647,identify defects in solid materials using ultrasonic testing techniques.
1648,identify energy savings opportunities and make recommendations to achieve more energy efficient operation.
1649,"identify environmental requirements of a particular species, and select and oversee the preparation of sites for species cultivation."
1650,identify funding sources and write grant proposals for eligible programs or services.
1651,identify group or individual target investors for a specific fund.
1652,"identify installation locations with proper orientation, area, solar access, or structural integrity for photovoltaic (pv) arrays."
1653,identify issues for research and analysis.
1654,"identify key risks and mitigating factors of potential investments, such as asset types and values, legal and ownership structures, professional reputations, customer bases, or industry segments."
1655,"identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan."
1656,identify methods for interfacing web application technologies with enterprise resource planning or other system software.
1657,"identify opportunities for strategic improvement or mitigation of business interruption and other risks caused by business, regulatory, or industry-specific change initiatives."
1658,identify opportunities or develop channels for purchase or sale of securities or commodities.
1659,"identify opportunities to improve plant electrical equipment, controls, or process control methodologies."
1660,"identify opportunities to improve the operation, maintenance, or energy efficiency of building or process systems."
1661,"identify opportunities to reuse or recycle materials to minimize consumption of new materials, minimize waste, or to convert wastes to by-products."
1662,"identify or classify species of insects or allied forms, such as mites or spiders."
1663,identify or develop business rules or standard operating procedures to streamline operating processes.
1664,identify or maintain links to and from other web sites and check links to ensure proper functioning.
1665,"identify or recommend integrated weed and pest management (ipm) strategies, such as resistant plants, cultural or behavioral controls, soil amendments, insects, natural enemies, barriers, or pesticides."
1666,identify or separate waste products or materials for recycling or reuse.
1667,"identify plants as well as problems such as diseases, weeds, and insect pests."
1668,"identify potential clients, using advertising campaigns, mailing lists, or personal contacts."
1669,identify potential for loss and develop strategies to eliminate it.
1670,"identify prospective customers by using business directories, following leads from existing clients, participating in organizations and clubs, and attending trade shows and conferences."
1671,"identify protocol problems, inform investigators of problems, or assist in problem resolution efforts such as protocol revisions."
1672,"identify psychological, emotional, or behavioral issues and diagnose disorders, using information obtained from interviews, tests, records, and reference materials."
1673,"identify relationships and trends in data, as well as any factors that could affect the results of research."
1674,identify solutions to on-site technical design problems involving electrical systems equipment.
1675,"identify spatial coordinates, using remote sensing and global positioning system (gps) data."
1676,"identify system data, hardware, or software components required to meet user needs."
1677,"identify target markets for designs, looking at factors such as age, gender, and socioeconomic status."
1678,"identify tissue structures or cell components to be used in the diagnosis, prevention, or treatment of diseases."
1679,identify training needs or conduct training sessions for nursing students or medical staff.
1680,identify transaction mistakes when debits and credits do not balance.
1681,"identify, compile, abstract, and code patient data, using standard classification systems."
1682,"identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors."
1683,"identify, evaluate and recommend hardware or software technologies to achieve desired database performance."
1684,"identify, investigate, or resolve security breaches."
1685,"identify, monitor, or treat pregnancy-related problems such as hypertension, gestational diabetes, pre-term labor, and retarded fetal growth."
1686,"identify, review, or select vendors or consultants to meet project needs."
1687,"identify, standardize, and communicate levels of access and security."
1688,"identify, track, or maintain metrics for trading system operations."
1689,"implement business rules via stored procedures, middleware, or other technologies."
1690,"implement changes to machine programs and enter new specifications, using computers."
1691,"implement controls to provide security for operating systems, software, and data."
1692,"implement electronic document processing, retrieval, and distribution systems in collaboration with other information technology specialists."
1693,"implement grant-funded projects, monitoring and reporting progress in accordance with sponsoring agency requirements."
1694,implement online customer service processes to ensure positive and consistent user experiences.
1695,implement or monitor processes to reduce property or financial losses.
1696,"implement security practices to preserve assets, minimize liabilities, or ensure customer privacy, using parallel servers, hardware redundancy, fail-safe technology, information encryption, or firewalls."
1697,"implement specific customer requirements, such as internal reporting or customized transportation metrics."
1698,"implement web site security measures, such as firewalls or message encryption."
1699,"import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software."
1700,"improve search-related activities through ongoing analysis, experimentation, or optimization tests, using a/b or multivariate methods."
1701,"induce changes in composition of substances by introducing heat, light, energy, or chemical catalysts for quantitative or qualitative analysis."
1702,inform and advise concerned parties regarding fluctuations or securities transactions affecting plans or accounts.
1703,"inform businesses, community groups, and governmental agencies about educational needs, available programs, and program policies."
1704,"inform clients of essential travel information, such as travel times, transportation connections, and medical and visa requirements."
1705,"inform clients of factors such as shipping options, timelines, transfers, or regulations affecting shipments."
1706,inform customers by mail or telephone of additional steps they need to take to obtain licenses.
1707,"inform customers by mail or telephone of order information, such as unit prices, shipping dates, and any anticipated delays."
1708,inform individuals and groups about the financial assistance available to college or university students.
1709,"inform individuals and groups of pollution control regulations and inspection findings, and explain how problems can be corrected."
1710,"inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions."
1711,inform job applicants of their acceptance or rejection of employment.
1712,"inform local, state, national and international health policies related to information management and communication, confidentiality and security, patient safety, infrastructure development and economics."
1713,"inform other traders, managers, or customers of market conditions, including volume, price, competition, or dynamics."
1714,inform patients or caregivers about study aspects and outcomes to be expected.
1715,inform patrons of establishment specialties and features.
1716,"inform personnel of changes in regulations and policies, implications of new or amended laws, and new techniques of police work."
1717,inform workers about interests or special needs of specific groups.
1718,"initiate and direct efforts to foster tolerance, understanding, and appreciation of diversity in school communities."
1719,initiate market research studies or analyze their findings.
1720,"initiate, facilitate, and moderate classroom discussions."
1721,"inspect and adjust security systems, equipment, or machinery to ensure operational use and to detect evidence of tampering."
1722,inspect and evaluate the physical condition of facilities to determine the type of work required.
1723,"inspect and test electrical systems and equipment to locate and diagnose malfunctions, using visual inspections, testing devices, and computer software."
1724,inspect and verify dimensions and clearances of parts to ensure conformance to factory specifications.
1725,"inspect electrical connections, wiring, relays, charging resistance boxes, and storage batteries, following wiring diagrams."
1726,inspect event facilities to ensure that they conform to customer requirements.
1727,inspect facilities to determine maintenance needs.
1728,inspect food products and processing procedures to determine whether products are safe to eat.
1729,"inspect individual parts, assemblies, or installations, using measuring instruments, such as calipers, scales, or micrometers."
1730,inspect industrial or municipal facilities or programs to evaluate operational effectiveness or ensure compliance with environmental regulations.
1731,"inspect layouts and advertising copy and edit scripts, audio and video tapes, and other promotional material for adherence to specifications."
1732,"inspect or monitor energy systems, including heating, ventilating, and air conditioning (hvac) or daylighting systems to determine energy use or potential energy savings."
1733,inspect project sites to monitor progress and ensure conformance to design specifications and safety or sanitation standards.
1734,"inspect properties to evaluate construction, condition, special features, and functional design, and to take property measurements."
1735,inspect public establishments to ensure compliance with rules and regulations.
1736,"inspect security design features, installations, or programs to ensure compliance with applicable standards or regulations."
1737,"inspect structures to assess material or equipment needs, to establish the sequence of pipe installations, or to plan installation around obstructions such as electrical wiring."
1738,"inspect used parts to determine changes in dimensional requirements, using rules, calipers, micrometers, or other measuring instruments."
1739,"inspect, test, and listen to defective equipment to diagnose malfunctions, using test instruments such as handheld computers, motor analyzers, chassis charts, and pressure gauges."
1740,"inspect, weigh, and measure mounted or unmounted lenses after completion to verify alignment and conformance to specifications, using precision instruments."
1741,install and configure hypertext transfer protocol (http) servers and associated operating systems.
1742,"install and configure new equipment, including operating software or peripheral equipment."
1743,"install and perform minor repairs to hardware, software, or peripheral equipment, following design or installation specifications."
1744,install bookkeeping systems and resolve system problems.
1745,"install or configure web server software or hardware to ensure that directory structure is well-defined, logical, secure, and that files are named properly."
1746,"install systems of recording costs or other financial and budgetary data or provide advice on such systems, based on examination of current financial records."
1747,"install updated software, and programs that maintain existing software or provide requested features such as time-correlated call routing."
1748,"install, adjust, and operate electronic equipment to record, edit, and transmit radio and television programs, motion pictures, video conferencing, or multimedia presentations."
1749,"install, inspect and test electric meters, relays, and power sources to detect causes of malfunctions and inaccuracies, using hand tools and testing equipment."
1750,"install, service, and repair electronic equipment or instruments such as televisions, radios, and videocassette recorders."
1751,"instruct and counsel patients about prescribed therapeutic regimens, normal growth and development, family planning, emotional problems of daily living, and health maintenance."
1752,"instruct clients in techniques for more effective communication, such as sign language, lip reading, or voice improvement."
1753,instruct customers on the safe and proper use of equipment.
1754,"instruct in use of voice, video, and data communications systems."
1755,instruct individuals and groups on ways to preserve health and prevent disease.
1756,"instruct individuals in career development techniques such as job search and application strategies, resume writing, and interview skills."
1757,"instruct individuals or groups in sports rules, game strategies, and performance principles, such as specific ways of moving the body, hands, or feet, to achieve desired results."
1758,"instruct individuals or groups in the use of art media, such as paint, clay, or yarn."
1759,"instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs."
1760,"instruct others in program methods, procedures, or functions."
1761,instruct others in the selection and use of bioinformatics tools.
1762,instruct participants in maintaining exertion levels to maximize benefits from exercise routines.
1763,"instruct patrons on how to use reference sources, card catalogs, and automated information systems."
1764,instruct staff on how to handle difficult and complicated sales.
1765,"instruct students in the knowledge and skills required in a specific occupation or occupational field, using a systematic plan of lectures, discussions, audio-visual presentations, and laboratory, shop and field studies."
1766,"instruct students individually and in groups, using various teaching methods such as lectures, discussions, and demonstrations."
1767,"instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations."
1768,"instruct through lectures, discussions, and demonstrations in one or more subjects, such as english, mathematics, or social studies."
1769,"instruct trainees in how to use television production equipment, how to film events, and how to copy and edit graphics or sound onto videotape."
1770,"instruct users in the selection, use, and design of audio-visual materials and assist them in the preparation of instructional materials and the rehearsal of presentations."
1771,insulate shells and cabinets of systems.
1772,"integrate and develop visual elements, such as line, space, mass, color, and perspective, to produce desired effects, such as the illustration of ideas, emotions, or moods."
1773,integrate electrical systems with renewable energy systems to improve overall efficiency.
1774,"integrate environmental information into product or company marketing strategies, policies, or activities."
1775,"integrate nanotechnology with antimicrobial properties into products, such as household or medical appliances, to reduce the development of bacteria or other microbes."
1776,integrate online retailing strategy with physical or catalogue retailing operations.
1777,"integrate software or hardware components, using computer, microprocessor, or control architecture."
1778,"interact with clients to assist them in gaining insight, defining goals, and planning action to achieve effective personal, social, educational, and vocational development and adjustment."
1779,"interact with the public to answer traffic-related questions, respond to complaints or requests, or discuss traffic control ordinances, plans, policies, or procedures."
1780,interpret administrative and operating policies and procedures for employees.
1781,"interpret and analyze policies, public issues, legislation, or the operations of governments, businesses, and organizations."
1782,interpret and communicate work procedures and company policies to staff.
1783,"interpret and explain human resources policies, procedures, laws, standards, or regulations."
1784,"interpret and explain information such as eligibility requirements, application details, payment methods, and applicants' legal rights."
1785,"interpret and explain plans and contract terms to representatives of the owner or developer, including administrative staff, workers, or clients."
1786,"interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals."
1787,interpret chemical reactions visible through sight glasses or on television monitors and review laboratory test reports for process adjustments.
1788,interpret civil rights laws and equal opportunity regulations for individuals or employers.
1789,interpret clinical or diagnostic test results.
1790,interpret contractual agreements for employers and employees engaged in collective bargaining or other labor relations processes.
1791,"interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation."
1792,"interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs."
1793,"interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics."
1794,interpret diagnostic or laboratory tests such as electrocardiograms (ekgs) and renal functioning tests.
1795,interpret diagnostic test results for deviations from normal.
1796,interpret diagnostic test results to make appropriate differential diagnoses.
1797,"interpret engineering drawings, schematic diagrams, or formulas for management or engineering staff."
1798,"interpret engineering drawings, sketches, or diagrams."
1799,"interpret engineering sketches, specifications, or drawings."
1800,interpret exercise program participant data to evaluate progress or identify needed program changes.
1801,interpret flight test data to diagnose malfunctions and systemic performance problems.
1802,interpret government regulations and applicable codes to ensure compliance.
1803,interpret images using computer-aided detection or diagnosis systems.
1804,interpret imaging data and confer with other medical specialists to formulate diagnoses.
1805,interpret indicators to ascertain the overall health of an environment.
1806,interpret instrument readings to ascertain the depth of obstruction.
1807,interpret laboratory results and communicate findings to patients or physicians.
1808,"interpret laws, rulings and regulations for individuals and businesses."
1809,"interpret legal requirements, provide safety information, or recommend compliance procedures to contractors, craft workers, engineers, or property owners."
1810,"interpret or modify music, applying knowledge of harmony, melody, rhythm, and voice production to individualize presentations and maintain audience interest."
1811,interpret or transcribe classroom materials into braille or sign language.
1812,interpret protocols and advise treating physicians on appropriate dosage modifications or treatment calculations based on patient characteristics.
1813,interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.
1814,"interpret religious education activities to the public through speaking, leading discussions, or writing articles for local or national publications."
1815,interpret results of financial analysis procedures.
1816,"interpret safety regulations for others interested in industrial safety such as safety engineers, labor representatives, and safety inspectors."
1817,"interpret test results and prepare psychological reports for teachers, administrators, and parents."
1818,"interpret the results of neuroimaging studies such as magnetic resonance imaging (mri), single photon emission computed tomography (spect), and positron emission tomography (pet) scans."
1819,interpret the results of standardized tests to determine students' strengths and areas of need.
1820,"interpret transportation or tariff regulations, shipping orders, safety regulations, or company policies and procedures for workers."
1821,"interpret, translate, or provide cultural mediation related to health services or information for community members."
1822,interview clients and take their calls to provide customer service and obtain information on claims.
1823,interview clients to determine what kinds of properties they are seeking.
1824,"interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment."
1825,"interview clients, review records, conduct assessments, or confer with other professionals to evaluate the mental or physical condition of clients or patients."
1826,"interview individuals, and research public databases in order to obtain information."
1827,"interview job applicants to obtain information on work history, training, education, or job skills."
1828,interview people to gather information about historical events and to record oral histories.
1829,"interview prospective clients to obtain data about their financial resources and needs, the physical condition of the person or property to be insured, and to discuss any existing coverage."
1830,interview subject matter experts or conduct other research to develop instructional content.
1831,introduce performances and performers to stimulate excitement and coordinate smooth transition of acts during events.
1832,introduce plays and meet with audiences after shows to explain how the play was interpreted.
1833,"invent names for products and write the slogans that appear on packaging, brochures and other promotional material."
1834,investigate activities of institutions to enforce laws and regulations and to ensure legality of transactions and operations or financial solvency.
1835,"investigate and resolve complaints regarding food quality, service, or accommodations."
