,task_name
1704,"integrate environmental information into product or company marketing strategies, policies, or activities."
1705,"integrate nanotechnology with antimicrobial properties into products, such as household or medical appliances, to reduce the development of bacteria or other microbes."
1706,integrate online retailing strategy with physical or catalogue retailing operations.
1707,"integrate software or hardware components, using computer, microprocessor, or control architecture."
1708,"interact with clients to assist them in gaining insight, defining goals, and planning action to achieve effective personal, social, educational, and vocational development and adjustment."
1709,"interact with the public to answer traffic-related questions, respond to complaints or requests, or discuss traffic control ordinances, plans, policies, or procedures."
1710,"interpret and analyze policies, public issues, legislation, or the operations of governments, businesses, and organizations."
1711,interpret and communicate work procedures and company policies to staff.
1712,"interpret and explain human resources policies, procedures, laws, standards, or regulations."
1713,"interpret and explain information such as eligibility requirements, application details, payment methods, and applicants' legal rights."
1714,"interpret and explain laws and regulations to travelers, prospective immigrants, shippers, and manufacturers."
1715,"interpret and explain plans and contract terms to representatives of the owner or developer, including administrative staff, workers, or clients."
1716,"interpret and explain policies, rules, regulations, or laws to organizations, government or corporate officials, or individuals."
1717,interpret chemical reactions visible through sight glasses or on television monitors and review laboratory test reports for process adjustments.
1718,interpret civil rights laws and equal opportunity regulations for individuals or employers.
1719,interpret clinical or diagnostic test results.
1720,interpret contractual agreements for employers and employees engaged in collective bargaining or other labor relations processes.
1721,"interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation."
1722,"interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs."
1723,"interpret data, reports, maps, photographs, or charts to predict long- or short-range weather conditions, using computer models and knowledge of climate theory, physics, and mathematics."
1724,interpret diagnostic or laboratory tests such as electrocardiograms (ekgs) and renal functioning tests.
1725,interpret diagnostic test results for deviations from normal.
1726,interpret diagnostic test results to make appropriate differential diagnoses.
1727,"interpret engineering drawings, schematic diagrams, or formulas for management or engineering staff."
1728,"interpret engineering drawings, sketches, or diagrams."
1729,"interpret engineering sketches, specifications, or drawings."
1730,interpret exercise program participant data to evaluate progress or identify needed program changes.
1731,interpret flight test data to diagnose malfunctions and systemic performance problems.
1732,interpret government regulations and applicable codes to ensure compliance.
1733,interpret images using computer-aided detection or diagnosis systems.
1734,interpret imaging data and confer with other medical specialists to formulate diagnoses.
1735,interpret indicators to ascertain the overall health of an environment.
1736,interpret instrument readings to ascertain the depth of obstruction.
1737,interpret insurance data or health reimbursement account (hra) data to develop programs that address specific needs of target populations.
1738,interpret laboratory results and communicate findings to patients or physicians.
1739,"interpret laws, rulings and regulations for individuals and businesses."
1740,"interpret or modify music, applying knowledge of harmony, melody, rhythm, and voice production to individualize presentations and maintain audience interest."
1741,interpret or transcribe classroom materials into braille or sign language.
1742,interpret protocols and advise treating physicians on appropriate dosage modifications or treatment calculations based on patient characteristics.
1743,interpret regulatory rules or rule changes and ensure that they are communicated through corporate policies and procedures.
1744,"interpret religious education activities to the public through speaking, leading discussions, or writing articles for local or national publications."
1745,interpret results of financial analysis procedures.
1746,interpret stage-set diagrams to determine stage layouts and supervise placement of equipment and scenery.
1747,"interpret test results and prepare psychological reports for teachers, administrators, and parents."
1748,"interpret the results of neuroimaging studies such as magnetic resonance imaging (mri), single photon emission computed tomography (spect), and positron emission tomography (pet) scans."
1749,interpret the results of standardized tests to determine students' strengths and areas of need.
1750,"interpret, translate, or provide cultural mediation related to health services or information for community members."
1751,interview applicants and request specified information for loan applications.
1752,interview clients and take their calls to provide customer service and obtain information on claims.
1753,"interview individuals, and research public databases in order to obtain information."
1754,"interview job applicants to obtain information on work history, training, education, or job skills."
1755,"interview patients to obtain information such as complaints, symptoms, medical histories, and family histories."
1756,"interview prospective clients to obtain data about their financial resources and needs, the physical condition of the person or property to be insured, and to discuss any existing coverage."
1757,interview subject matter experts or conduct other research to develop instructional content.
1758,"invent names for products and write the slogans that appear on packaging, brochures and other promotional material."
1759,investigate available investment opportunities to determine compatibility with client financial plans.
1760,"investigate characteristics such as cost, performance, or process capability of potential microelectromechanical systems (mems) device designs, using simulation or modeling software."
1761,investigate customer or public complaints to determine the nature and extent of problems.
1762,investigate or test specific construction project materials to determine compliance to specifications or standards.
1763,"investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources."
1764,"investigate the nature, composition, or expression of genes or research how genetic engineering can impact these processes."
1765,investigate the relationship between organisms and disease including the control of epidemics and the effects of antibiotics on microorganisms.
1766,"investigate theoretical or conceptual issues, such as the human design considerations of lunar landers or habitats."
1767,"investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions."
1768,issue and record adjustments to pay related to previous errors or retroactive increases.
1769,"keep abreast of changes in industry practices and emerging telecommunications technology by reviewing current literature, talking with colleagues, participating in educational programs, attending meetings or workshops, or participating in professional organizations or conferences."
1770,keep abreast of developments and changes in the nuclear field by reading technical journals or by independent study and research.
1771,"keep abreast of developments and technological advances in the mathematical field by reading current literature, talking with colleagues, and participating in professional conferences."
1772,"keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences."
1773,"keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional organizations and conferences."
1774,"keep abreast of developments in the field by reading current literature, talking with colleagues, giving presentations at conferences, and serving on committees in professional associations."
1775,"keep abreast of new biochemistries, instrumentation, or software by reading scientific literature and attending professional conferences."
1776,"keep abreast of regulatory processes and payer systems such as medicare, medicaid, managed care, and private sources."
1777,"keep informed about economic or legal issues involved in zoning codes, building codes, or environmental regulations."
1778,keep informed about trends in education and subject matter specialties.
1779,keep informed of industry trends and deals.
1780,keep informed of new products and developments.
1781,"keep informed on industry news and trends, products, services, competitors, relevant information about legacy, existing, and emerging technologies, and the latest product-line developments."
1782,"keep informed regarding pending industry changes, trends, and best practices and assess the potential impact of these changes on organizational processes."
1783,"keep records and prepare reports detailing findings, investigative methods, and laboratory techniques."
1784,keep records of the quantities of food used.
1785,key and program specified commands and engineering specifications into computer system to change functions and test final layout.
1786,key in processing instructions to program electronic equipment.
1787,lead tours and answer visitors' questions about the exhibits.
1788,learn about characters in scripts and their relationships to each other to develop role interpretations.
1789,learn about competitors' products or consumers' interests or concerns to answer questions or provide more complete information.
1790,"learn about new developments in counseling by reading professional literature, attending courses and seminars, or establishing and maintaining contact with other social service agencies."
1791,listen and provide emotional support and encouragement to psychiatric patients.
1792,"listen to and resolve customer complaints regarding services, products, or personnel."
1793,listen to and resolve customers' complaints regarding products or services.
1794,"listen to engines, examine vehicle frames, or confer with customers to determine nature and extent of malfunction or damage."
1795,"locate and distribute resources, such as periodicals or curricula, to enhance the effectiveness of educational programs."
1796,"locate and document information regarding the next of kin, including their relationship to the deceased and the status of notification attempts."
1797,"locate and notify customers of delinquent accounts by mail, telephone, or personal visits to solicit payment."
1798,locate and remove or repair circuit defects such as blown fuses or malfunctioning transistors.
1799,"locate and review research articles or environmental, historical, or technical reports."
1800,locate guests to appear on talk or interview shows.
1801,"locate library materials for patrons, including books, periodicals, tape cassettes, braille volumes, and pictures."
1802,locate unusual or unique information in response to specific requests.
1803,maintain a clinical practice.
1804,maintain a current file of examination protocols.
1805,"maintain access to, and security of, highly sensitive materials."
1806,"maintain and administer computer networks and related computing environments including computer hardware, systems software, applications software, and all configurations."
1807,"maintain and review account records, updating and recategorizing them according to status changes."
1808,"maintain and update human resources documents, such as organizational charts, employee handbooks or directories, or performance evaluation forms."
1809,"maintain archive of images, photos, or previous work products."
1810,"maintain awareness of advances in medicine, computerized diagnostic and treatment equipment, data processing technology, government regulations, health insurance changes, and financing options."
1811,"maintain awareness of current income tax regulations, local zoning, building and tax laws, and growth possibilities of the area where a property is located."
1812,maintain awareness of new and emerging computational methods and technologies.
1813,maintain client databases.
1814,maintain computer equipment used in instruction.
1815,"maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed."
1816,maintain controlled drug inventory and related log books.
1817,maintain current knowledge of credit regulations.
1818,"maintain current knowledge of equal employment opportunity (eeo) and affirmative action guidelines and laws, such as the americans with disabilities act (ada)."
1819,"maintain current knowledge of organizational policies and procedures, federal and state policies and directives, and current accounting standards."
1820,"maintain current knowledge of relevant regulations, including proposed and final rules."
1821,"maintain customer records, using automated systems."
1822,maintain databases of logistics information.
1823,maintain familiarity with aspects of local real estate markets.
1824,"maintain financial records, order merchandise, or prepare accounts."
1825,"maintain financial records, such as accounts of daily collections and billings, and records of receipts issued."
1826,"maintain growth, feeding, production, and cost records."
1827,"maintain hardware and software, including computers, scanners, color copiers, and color laser printers."
1828,maintain input or data quality of risk management systems.
1829,"maintain knowledge in the field by reading professional journals, talking with other mathematicians, and attending professional conferences."
1830,maintain knowledge of current events and trends in such areas as money laundering and criminal tools and techniques.
1831,maintain knowledge of first-aid procedures.
1832,"maintain knowledge of real estate law, local economies, fair housing laws, types of available mortgages, financing options, and government programs."
1833,"maintain knowledge of tax code changes, and of accounting procedures and theory to properly evaluate financial information."
1834,"maintain knowledge of, comply with, and enforce all institutional policies, rules, procedures, and regulations."
1835,maintain laboratory instruments to ensure proper working order and troubleshoot malfunctions when needed.
1836,"maintain library of model documents, templates, or other reusable knowledge assets."
1837,"maintain networks by performing activities such as file addition, deletion, or backup."
1838,maintain or modify all financial analytic models in use.
1839,maintain or modify existing geographic information systems (gis) databases.
1840,"maintain or repair plumbing by replacing defective washers, replacing or mending broken pipes, or opening clogged drains."
1841,"maintain portfolios of artistic work to demonstrate styles, interests, and abilities."
1842,maintain proper storage and security conditions for drugs.
1843,maintain quality of pool water by testing chemical levels.
1844,"maintain records of daily activities, personnel reports, ship positions and movements, ports of call, weather and sea conditions, pollution control efforts, or cargo or passenger status."
1845,"maintain records of sales, rental or usage activity, special permits issued, maintenance and operating costs, or property availability."
1846,maintain records of services provided and the effects of advice given.
1847,"maintain records of students' assessment results, progress, feedback, or school performance, ensuring confidentiality of all records."
1848,maintain regularly scheduled office hours to advise and assist students.
1849,maintain sales forecasting reports.
1850,"maintain talent files that include information such as performers' specialties, past performances, and availability."
1851,"maintain understanding of current web technologies or programming practices through continuing education, reading, or participation in professional conferences, workshops, or groups."
1852,"maintain working knowledge of various factors that determine a farm's capacity to produce, such as agricultural variables and proximity to market centers and transportation facilities."
1853,"make and confirm reservations for transportation and accommodations, using telephones, faxes, mail, and computers."
1854,make and confirm reservations.
1855,"make clinical recommendations to physicians, other health care providers, insurance companies, patients, or health care organizations."
1856,make diagnoses when different illnesses occur together or in situations where the diagnosis may be obscure.
1857,make manuscript acceptance or revision recommendations to the publisher.
1858,make many quick changes backstage during fashion shows and yet maintain poised appearance before audiences.
1859,make presentations to educate the public on how to recycle or on the environmental advantages of recycling.
1860,make recommendations to control or eliminate unsafe conditions at workplaces or public facilities.
1861,"make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events."
1862,make travel arrangements for sightseeing or other tours.
1863,"manage and oversee operations, maintenance, administration, and improvement of commercial, industrial, or residential properties."
1864,"manage business and financial affairs for clients, such as arranging travel and lodging, selling tickets, and directing marketing and advertising activities."
1865,"manage client portfolios, keeping client plans up-to-date."
1866,manage newborn care during the first weeks of life.
1867,"manage security programs designed to protect personnel, facilities, and information."
1868,manage user access to systems and equipment through account management and password administration.
1869,"manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software."
1870,"manipulate publicly accessible, commercial, or proprietary genomic, proteomic, or post-genomic databases."
1871,"map data between source systems, data warehouses, and data marts."
1872,map the presence of imperfections within objects using sonic measurements.
1873,"mark copy to indicate and correct errors in type, arrangement, grammar, punctuation, or spelling, using standard printers' marks."
1874,"mark up, paste, and assemble final layouts to prepare layouts for printer."
1875,"mark up, paste, and complete layouts and write typography instructions to prepare materials for typesetting or printing."
1876,"market bank products to individuals and firms, promoting bank services that may meet customers' needs."
1877,market or promote the casino to bring in business.
1878,measure and adjust voltages to specified values to determine operational accuracy of instruments.
1879,measure and analyze system performance and operating parameters to assess operating condition of systems or equipment.
1880,measure and analyze web site usage data to maximize search engine returns or refine customer interfaces.
1881,"measure and mark surfaces to lay out work, according to blueprints or drawings, using tape measures, straightedges or squares, and marking devices."
1882,"measure and verify levels of rock or gravel, bases, or other excavated material."
1883,"measure dimensions of products to verify conformance to specifications, using measuring instruments such as rulers, calipers, gauges, or micrometers."
1884,measure ingredients required for specific food items being prepared.
1885,"measure noise levels in workplaces and conduct hearing conservation programs in industry, military, schools, and communities."
1886,"measure parts to determine tolerances, using precision measuring instruments such as micrometers, calipers, and verniers."
1887,"measure parts to verify specified dimensions or settings, such as camera shutter speed or light meter reading accuracy, using measuring instruments."
1888,"measure parts, using precision measuring instruments, to determine whether similar parts may be machined to required sizes."
1889,"measure the effectiveness of marketing, advertising, and communications programs and strategies."
1890,"measure the intensity and identify the types of radiation in work areas, equipment, or materials, using radiation detectors or other instruments."
1891,"measure velocity, horsepower, revolutions per minute (rpm), amperage, circuitry, and voltage of units or parts to diagnose problems, using ammeters, voltmeters, wattmeters, and other testing devices."
1892,"measure, weigh, and mix chemical ingredients, according to specifications."
1893,"mediate between benefits providers and employees, such as by assisting in handling employees' benefits-related questions or taking suggestions."
1894,mediate community disputes or assist in developing alternative plans or recommendations for programs or projects.
1895,mediate interpersonal problems between residents.
1896,meet regularly with parents to discuss children's activities and development.
1897,"meet with civic, educational, and community groups to develop community programs and events, and to discuss law enforcement subjects."
1898,"meet with clients to answer queries on subjects such as risk exposure, market scenarios, or values-at-risk calculations."
1899,"meet with clients to schedule and plan details of conventions, banquets, receptions and other functions."
1900,"meet with clients' other advisors, such as attorneys, accountants, trust officers, or investment bankers, to fully understand clients' financial goals and circumstances."
1901,"meet with clients, printers, or designers to discuss job requirements or binding plans."
1902,"meet with customers to discuss menus for special occasions, such as weddings, parties, or banquets."
1903,"meet with individuals, special interest groups, and others on behalf of executives, committees, and boards of directors."
1904,meet with other professionals to discuss individual students' needs and progress.
1905,meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.
1906,"meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas."
1907,"mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks."
1908,model transportation scenarios to evaluate the impacts of activities such as new development or to identify possible solutions to transportation problems.
1909,modify and customize commercial programs for internal needs.
1910,"modify and refine designs, using working models, to conform with customer specifications, production limitations, or changes in design trends."
1911,"modify computer security files to incorporate new software, correct errors, or change individual access status."
1912,modify computer-controlled robot movements.
1913,modify existing databases and database management systems or direct programmers and analysts to make changes.
1914,modify existing programs to enhance efficiency.
1915,"modify existing software to correct errors, allow it to adapt to new hardware, or to improve its performance."
1916,"modify existing software to correct errors, to adapt it to new hardware, or to upgrade interfaces and improve performance."
1917,"modify or control biological systems to replace, augment, or sustain chemical or mechanical processes."
1918,modify patient treatment plans as indicated by patients' responses and conditions.
1919,modify treatment plans according to changes in client status.
1920,modify treatment plans to comply with changes in client status.
1921,modify treatment plans to comply with changes in clients' status.
1922,"modify, maintain, and repair electronics equipment and systems to ensure that they function properly."
1923,"modify, update, and process existing policies and claims to reflect any change in beneficiary, amount of coverage, or type of insurance."
1924,monitor and analyze energy consumption.
1925,"monitor and analyze network performance and data input/output reports to detect problems, identify inefficient use of computer resources, or perform capacity planning."
1926,monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.
1927,"monitor and analyze sales records, trends, or economic conditions to anticipate consumer buying patterns and determine what the company will sell and how much inventory is needed."
1928,monitor and control temperature of products.
1929,"monitor and ensure a sound, ethical environment."
1930,monitor and follow applicable laws and regulations.
1931,"monitor and observe experiments, recording production and test data for evaluation by research personnel."
1932,monitor bug resolution efforts and track successes.
1933,"monitor changes affecting supply and demand, tracking market conditions, price trends, or futures markets."
1934,monitor competitors' sales activities by following their advertisements in newspapers or other media.
1935,monitor current reports of computer viruses to determine when to update virus protection systems.
1936,"monitor database performance and perform any necessary maintenance, upgrades, or repairs."
1937,monitor environments to ensure maintenance of optimum conditions for aquatic life.
1938,"monitor event activities to ensure compliance with applicable regulations and laws, satisfaction of participants, and resolution of any problems that arise."
1939,"monitor events, trends, and other circumstances, research specific subject areas, attend art exhibitions, and read art publications to develop ideas and keep current on art world activities."
1940,monitor financial market trends to ensure that client plans are responsive.
1941,monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.
1942,"monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews."
1943,"monitor how the wind, heat, or cold affect the curing of the concrete throughout the entire process."
1944,"monitor industry websites or publications for information about patches, releases, viruses, or potential problem identification."
1945,"monitor market conditions, product innovations, and competitors' products, prices, and sales."
1946,monitor markets or positions.
1947,"monitor network performance to determine whether adjustments need to be made, and to determine where changes will need to be made in the future."
1948,monitor or trace the location of goods.
1949,monitor or track project milestones and deliverables.
1950,monitor patients' conditions and progress and reevaluate treatments as necessary.
1951,monitor patients' progress and adjust treatments accordingly.
1952,monitor security system performance logs to identify problems and notify security specialists when problems occur.
1953,"monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers."
1954,"monitor systems for intrusions or denial of service attacks, and report security breaches to appropriate personnel."
1955,monitor the flow of energy in response to changes in consumer demand.
1956,monitor the implementation and impact of guidelines for nondiscriminatory employment practices.
1957,monitor use of data files and regulate access to safeguard information in computer files.
1958,"monitor, evaluate, and record client progress according to measurable goals described in treatment and care plan."
1959,"monitor, evaluate, and record client progress with respect to treatment goals."
1960,"monitor, evaluate, or record training activities or program effectiveness."
1961,narrate presentations and productions.
1962,negotiate details of contracts and payments.
1963,"negotiate prices and terms with suppliers, vendors, or freight forwarders."
1964,negotiate prices or terms of sales or service agreements.
1965,"negotiate the sale, lease, or development of property and complete or review appropriate documents and forms."
1966,"negotiate, renegotiate, and administer contracts with suppliers, vendors, and other representatives."
1967,none
1968,notify superior when restoration of artifacts requires outside experts.
1969,notify supervisor or computer maintenance technicians of equipment malfunctions.
1970,"observe action of microorganisms upon living tissues of plants, higher animals, and other microorganisms, and on dead organic matter."
1971,"observe and document client reactions, progress, or other outcomes related to art therapy."
1972,"observe and evaluate children's performance, behavior, social development, and physical health."
1973,"observe and evaluate students' performance, behavior, social development, and physical health."
1974,observe and evaluate students' work to determine progress and make suggestions for improvement.
1975,"observe and evaluate students' work to determine progress, provide feedback, and make suggestions for improvement."
1976,observe and evaluate the performance of other instructors.
1977,"observe and provide feedback on instructional techniques, presentation methods, or instructional aids."
1978,"observe children's behavior for irregularities, take temperature, transport children to doctor, or administer medications, as directed, to maintain children's health."
1979,observe clients' food selections and recommend alternate economical and nutritional food choices.
1980,"observe patients' attendance, progress, attitudes, and accomplishments and record and maintain information in client records."
1981,"observe teaching methods and examine learning materials to evaluate and standardize curricula and teaching techniques, and to determine areas where improvement is needed."
1982,"observe the structure and properties of matter, and the transformation and propagation of energy, using equipment such as masers, lasers, and telescopes to explore and identify the basic principles governing these phenomena."
1983,"observe, analyze, and record patients' participation, reactions, and progress during treatment sessions, modifying treatment programs as needed."
1984,obtain agreements from property owners to place properties for sale with real estate firms.
1985,"obtain and analyze information on suspects, crimes, or disturbances to solve cases, to identify criminal activity, or to gather information for court cases."
1986,"obtain and distribute updated information regarding domestic or international laws, guidelines, or standards."
1987,"obtain and evaluate information on factors such as reporting formats required, costs, and security needs to determine hardware configuration."
1988,"obtain and study information about clients' products, needs, problems, advertising history, and business practices to offer effective sales presentations and appropriate product assistance."
1989,"obtain patients' histories from electronic records, patient interviews, dictated reports, or by communicating with referring clinicians."
1990,"obtain, compile and record patient medical data, including health history, progress notes and results of physical examination."
1991,offer advice on the purchase or sale of particular securities.
1992,offer counsel and comfort to bereaved families or friends.
1993,operate and maintain audio-visual equipment.
1994,"operate communication systems, such as telephone, switchboard, intercom, two-way radio, or public address."
1995,operate computer-assisted engineering or design software or equipment to perform engineering tasks.
1996,"operate computers programmed with accounting software to record, store, and analyze information."
1997,"operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy."
1998,"operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records."
1999,"operate office machines such as high speed business photocopiers, readers, scanners, addressing machines, stencil-cutting machines, microfilm readers or printers, folding and inserting machines, bursters, and binder machines."
2000,"operate office machines, such as photocopiers and scanners, facsimile machines, voice mail systems, and personal computers."
2001,operate or oversee operation of radiologic or magnetic imaging equipment to produce images of the body for diagnostic purposes.
2002,operate spreadsheet programs and other types of software to load and manipulate data and to produce reports.
2003,"operate testing equipment, such as heat stress meters, octave band analyzers, motion analysis equipment, inclinometers, light meters, velometers, sling psychrometers, or colormetric detection tubes."
2004,"operate typing, adding, calculating, or billing machines."
2005,"operate underwater video, sonar, recording, or related equipment to investigate underwater structures or marine life."
2006,"optimize digital assets, such as text, graphics, or multimedia assets, for search engine optimization (seo) or for display and usability on internet-connected devices."
2007,optimize shopping cart experience or web site conversion rates against key performance indicators (kpis).
2008,optimize web site exposure by analyzing search engine patterns to direct online placement of keywords or other content.
2009,organize and display students' work in a manner appropriate for their perceptual skills.
2010,organize and label materials and display students' work.
2011,"organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, and storytelling."
2012,"organize and lead activities designed to promote physical, mental, and social development, such as games, arts and crafts, music, storytelling, and field trips."
2013,organize and maintain periodicals and reference materials.
2014,organize and string together raw footage into a continuous whole according to scripts or the instructions of directors and producers.
2015,"organize and work with detailed office or warehouse records, maintaining files for each policyholder, including policies that are to be reinstated or cancelled."
2016,organize archival records and develop classification systems to facilitate access to archival materials.
2017,"organize collections of books, publications, documents, audio-visual aids, and other reference materials for convenient access."
2018,"organize data, and analyze and interpret its authenticity and relative significance."
2019,"organize information for publication and for other means of dissemination, such as use in cd-roms or internet sites."
2020,"organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology."
2021,"organize or engage in interfaith, community, civic, educational, or recreational activities sponsored by or related to religious programs."
2022,"organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data."
2023,organize production and design of curriculum materials.
2024,organize public exhibits and displays to promote public awareness of diverse and distinctive cultural traditions.
2025,"oversee or provide expertise on manufacturing, assembly, or fabrication processes."
2026,oversee the flow of cash or financial instruments.
2027,"participate in all levels of bioproduct development, including proposing new products, performing market analyses, designing and performing experiments, and collaborating with operations and quality control teams during product launches."
2028,"participate in campus and community events, such as giving presentations to the public."
2029,participate in campus and community events.
2030,"participate in cultural and literary activities, such as traveling abroad and attending performing arts events."
2031,participate in mediation and dispute resolution.
2032,"participate in new product planning or market research, including studying the potential need for new products."
2033,participate in preparation of product usage and precautionary label instructions.
2034,"participate in research or testing of computerized automotive applications, such as telemetrics, intelligent transportation systems, artificial intelligence, or automatic control."
2035,"participate in seminars, workshops, or other professional activities to keep abreast of developments in anesthesiology."
2036,"participate in student recruitment, registration, and placement activities."
2037,"participate in the administration of municipal elections, such as preparation or distribution of ballots, appointment or training of election officers, or tabulation or certification of results."
2038,participate in the development or implementation of clinical trial protocols.
2039,participate in the development or implementation of online marketing strategy.
2040,"participate in the hiring process by reviewing credentials, conducting interviews, or making hiring decisions or recommendations."
2041,"participate in the inspection, grading, sorting, storage, and post-harvest treatment of crops."
2042,participate in the preparation of reports or scientific publications.
2043,"participate in the recruitment of employees through job fairs, career days, or advertising plans."
2044,"participate in the research, development, or manufacturing of medicinal and pharmaceutical preparations."
2045,participate in the work of subordinates to facilitate productivity or to overcome difficult aspects of work.
2046,"perform a variety of duties as requested by client, such as obtaining household supplies or running errands."
2047,"perform accounting and bookkeeping activities, such as invoicing, maintaining financial records, budgeting, and handling cash."
2048,"perform accounting duties, such as bookkeeping, billing customers for services, or maintaining inventories."
2049,"perform accounting duties, such as recording daily cash flow, preparing bank deposits, or generating financial statements."
2050,perform administrative duties such as serving as department head.
2051,"perform administrative duties, such as compiling and maintaining records, completing forms, preparing reports, or composing correspondence."
2052,"perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents."
2053,"perform administrative tasks such as applying for grants, developing budgets, negotiating contracts, and designing and printing programs and other promotional materials."
2054,"perform before live audiences, or in television, radio, or movie productions."
2055,"perform bookkeeping duties, such as credits or collections, preparing and sending financial statements or bills, and keeping financial records."
2056,"perform clerical duties such as composing, typing and proofreading documents, scheduling appointments and meetings, handling mail and posting public notices."
2057,"perform clerical duties such as typing, proofreading, and sorting mail."
2058,"perform complex calculations as part of the analysis and evaluation of data, using computers."
2059,perform computations and apply methods of numerical analysis to data.
2060,"perform computer programming, data analysis, or software development for geographic information systems (gis) applications, including the maintenance of existing systems or research and development for future enhancements."
2061,"perform cost-benefit analyses to compare operating programs, review financial requests, or explore alternative financing methods."
2062,perform data backups and disaster recovery operations.
2063,"perform database verifications, using computers."
2064,"perform detailed calculations to compute and establish manufacturing, construction, or installation standards or specifications."
2065,"perform experiments and computer modeling to study the nature, structure, and physical and chemical properties of metals and their alloys, and their responses to applied forces."
2066,"perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal."
2067,"perform general office duties, such as filing, answering telephones, and handling routine correspondence."
2068,"perform geospatial data building, modeling, or analysis, using advanced spatial analysis, data manipulation, or cartography software."
2069,"perform humorous and serious interpretations of emotions, actions, and situations, using body movements, facial expressions, and gestures."
2070,"perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source."
2071,"perform laboratory procedures following protocols including deoxyribonucleic acid (dna) sequencing, cloning and extraction, ribonucleic acid (rna) purification, or gel electrophoresis."
2072,"perform mathematical modeling of underground or surface water resources, such as floodplains, ocean coastlines, streams, rivers, or wetlands."
2073,perform monitoring activities to ensure that ships comply with international regulations and standards for life saving equipment and pollution preventatives.
2074,perform narration of productions or present announcements.
2075,perform needs assessments or consult with clients to determine the types of research and information required.
2076,"perform ongoing hardware and software maintenance operations, including installing or upgrading hardware or software."
2077,"perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements."
2078,perform or direct web site updates.
2079,"perform or evaluate research, such as detailed company or industry analyses, to inform financial forecasting, decision making, or valuation."
2080,"perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (mri), computer tomography (ct), positron emission tomography (pet), nuclear cardiology treadmill studies, mammography, or ultrasound."
2081,perform other adjunctive therapies or treatment techniques in addition to massage.
2082,"perform quality control audits to ensure accuracy, completeness, or proper usage of clinical systems and data."
2083,perform risk analyses so that appropriate countermeasures can be developed.
2084,perform risk assessments and execute tests of data processing system to ensure functioning of data processing activities and security measures.
2085,"perform routine system administrative functions such as troubleshooting, back-ups, and upgrades."
2086,"perform searches for qualified job candidates, using sources such as computer databases, networking, internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals."
2087,perform securities valuation or pricing.
2088,perform security analyses of developed or packaged software components.
2089,perform spatial analysis and modeling using geographic information system techniques.
2090,"perform statistical analyses, such as social network pattern analysis, network modeling, discrete event simulation, agent-based modeling, statistical natural language processing, computational sociology, mathematical optimization, or systems dynamics."
2091,perform statistical analysis of environmental data.
2092,"perform support duties such as preparing materials, keeping records, maintaining supplies, and scheduling activities."
2093,"perform system analysis, data analysis or programming, using a variety of computer languages and procedures."
2094,perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.
